id,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,is_default,avg_bill_amt,avg_pay_amt,payment_ratio,months_with_delay,max_delay,avg_delay,age_group,limit_bucket
8441,80000.0,male,graduate_school,single,27,1,-2,-2,-1,0,0,0.0,0.0,0.0,8956.0,8956.0,0.0,0.0,0.0,8956.0,0.0,0.0,0.0,0,2985.3333333333335,1492.6666666666667,0.49983257059939723,1,1,-0.6666666666666666,21-30,low
8442,30000.0,male,graduate_school,married,45,0,0,0,0,0,-2,29029.0,27381.0,28945.0,29373.0,0.0,0.0,2000.0,2138.0,1102.0,0.0,0.0,0.0,0,19121.333333333332,873.3333333333334,0.045670856067076895,0,0,-0.3333333333333333,41-50,low
8443,100000.0,female,high_school,married,40,0,0,0,0,0,0,97763.0,93834.0,86360.0,77594.0,78030.0,78506.0,4500.0,3000.0,3000.0,3000.0,3000.0,3000.0,0,85347.83333333333,3250.0,0.03807902080286198,0,0,0.0,31-40,low
8444,10000.0,male,university,single,23,2,0,0,0,0,0,8638.0,8958.0,9414.0,9344.0,9545.0,9586.0,1294.0,1150.0,480.0,500.0,348.0,402.0,0,9247.5,695.6666666666666,0.07521940494855021,1,2,0.3333333333333333,21-30,low
8445,320000.0,female,graduate_school,single,30,-2,-2,-2,-2,-2,-2,0.0,200.0,3663.0,992.0,1627.0,6661.0,200.0,3696.0,997.0,1635.0,6694.0,2508.0,0,2190.5,2621.6666666666665,1.1962886911552209,0,-2,-2.0,21-30,high
8446,50000.0,male,university,married,36,0,0,0,-2,-2,-2,48612.0,50525.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0,16522.833333333332,500.0,0.030259322392907215,0,0,-1.0,31-40,low
8447,80000.0,male,graduate_school,single,29,1,2,2,-2,-2,-2,49373.0,49812.0,0.0,0.0,0.0,0.0,1980.0,19800.0,0.0,0.0,0.0,0.0,1,16530.833333333332,3630.0,0.21957637285640835,3,2,-0.16666666666666666,21-30,low
8448,70000.0,female,university,single,26,0,0,0,0,0,0,23409.0,23174.0,26103.0,28342.0,24894.0,25272.0,3003.0,5106.0,4026.0,755.0,1029.0,5303.0,1,25199.0,3203.6666666666665,0.12712962962962962,0,0,0.0,21-30,low
8449,700000.0,female,university,single,28,0,0,0,0,0,0,16262.0,12219.0,9861.0,6384.0,5126.0,2680.0,2192.0,2015.0,1005.0,1009.0,1000.0,1000.0,0,8755.333333333334,1370.1666666666667,0.15647721649092086,0,0,0.0,21-30,very_high
8450,360000.0,female,graduate_school,single,26,-1,-1,-1,-1,-1,-1,7142.0,44008.0,21715.0,5064.0,9147.0,6068.0,44234.0,21823.0,5089.0,9192.0,6098.0,16495.0,0,15524.0,17155.166666666668,1.1050026838432636,0,-1,-1.0,21-30,high
8451,380000.0,male,graduate_school,single,30,0,0,0,0,0,0,192132.0,148842.0,177842.0,120027.0,97256.0,108213.0,10123.0,50434.0,7132.0,11068.0,20050.0,35925.0,0,140718.66666666666,22455.333333333332,0.1595749468802039,0,0,0.0,21-30,high
8452,50000.0,male,university,single,40,0,0,0,0,0,0,42807.0,32187.0,48600.0,7514.0,9336.0,-177.0,10000.0,21019.0,1500.0,3000.0,1210.0,7900.0,0,23377.833333333332,7438.166666666667,0.3181581630107006,0,0,0.0,31-40,low
8453,20000.0,male,university,married,45,1,2,0,0,0,-2,20011.0,10753.0,10853.0,10670.0,-120.0,-120.0,0.0,10600.0,800.0,0.0,0.0,0.0,1,8674.5,1900.0,0.21900754999711833,2,2,0.16666666666666666,41-50,low
8454,350000.0,female,graduate_school,single,33,0,0,0,0,0,0,314994.0,322472.0,244792.0,140218.0,181571.0,167905.0,12695.0,9790.0,5302.0,95621.0,11920.0,6107.0,1,228658.66666666666,23572.5,0.10308989050685226,0,0,0.0,31-40,high
8455,80000.0,female,graduate_school,single,29,1,-2,-1,0,-1,-1,0.0,0.0,8061.0,8061.0,9390.0,4337.0,0.0,8061.0,0.0,9390.0,4500.0,0.0,1,4974.833333333333,3658.5,0.735253726343996,1,1,-0.6666666666666666,21-30,low
8456,150000.0,male,high_school,married,35,2,2,2,0,0,0,135215.0,137863.0,130622.0,126063.0,118836.0,116865.0,6000.0,30.0,5050.0,5025.0,5000.0,3000.0,1,127577.33333333333,4017.5,0.03149045684350791,3,2,1.0,31-40,medium
8457,300000.0,female,graduate_school,single,35,0,0,0,0,0,0,47295.0,87717.0,78638.0,77038.0,74345.0,49452.0,55047.0,27354.0,2124.0,5000.0,5500.0,4000.0,0,69080.83333333333,16504.166666666668,0.23890747929388095,0,0,0.0,31-40,high
8458,400000.0,male,university,married,39,0,0,0,0,0,0,399099.0,272898.0,202937.0,169138.0,144434.0,124802.0,15395.0,10232.0,12115.0,6285.0,11106.0,3124.0,0,218884.66666666666,9709.5,0.04435877482460402,0,0,0.0,31-40,high
8459,250000.0,female,university,married,35,0,0,0,0,0,0,242971.0,244628.0,243223.0,245031.0,247911.0,247353.0,8310.0,7938.0,8101.0,8430.0,8808.0,7820.0,0,245186.16666666666,8234.5,0.0335845473152143,0,0,0.0,31-40,high
8460,50000.0,female,graduate_school,single,23,0,0,0,0,0,-1,49061.0,47209.0,47471.0,21571.0,19005.0,772.0,2138.0,1400.0,431.0,380.0,772.0,8.0,1,30848.166666666668,854.8333333333334,0.02771009481617548,0,0,-0.16666666666666666,21-30,low
8461,230000.0,female,high_school,married,44,-1,-1,-1,-1,-1,-1,54798.0,11632.0,4987.0,6222.0,15121.0,17425.0,11632.0,4987.0,6222.0,15121.0,17425.0,17007.0,0,18364.166666666668,12065.666666666666,0.6569865052499749,0,-1,-1.0,41-50,high
8462,100000.0,female,university,single,27,0,0,0,0,2,0,43865.0,45548.0,46266.0,49290.0,48372.0,49412.0,2400.0,1776.0,3800.0,0.0,2000.0,1800.0,0,47125.5,1962.6666666666667,0.04164677340066983,1,2,0.3333333333333333,21-30,low
8463,380000.0,male,university,single,34,-1,2,-1,-1,0,-1,4384.0,3852.0,2300.0,632.0,316.0,316.0,0.0,2300.0,632.0,0.0,316.0,316.0,0,1966.6666666666667,594.0,0.30188039979671355,1,2,-0.3333333333333333,31-40,high
8464,260000.0,female,university,single,28,0,0,0,0,0,0,251560.0,379318.0,226538.0,202887.0,195364.0,181206.0,9139.0,13805.0,7100.0,6952.0,12812.0,6362.0,0,239478.83333333334,9361.666666666666,0.03909167021022646,0,0,0.0,21-30,high
8465,470000.0,male,university,single,31,0,0,0,0,0,0,78833.0,80562.0,82718.0,85334.0,87948.0,90479.0,3000.0,3500.0,4000.0,4000.0,4000.0,4200.0,0,84312.33333333333,3783.3333333333335,0.044872301731635963,0,0,0.0,31-40,high
8466,80000.0,male,university,single,29,-1,0,0,0,0,0,48098.0,49089.0,47184.0,47059.0,47938.0,48904.0,2081.0,2068.0,1833.0,1889.0,1915.0,1879.0,0,48045.333333333336,1944.1666666666667,0.04046441282373265,0,0,-0.16666666666666666,21-30,low
8467,140000.0,male,graduate_school,single,36,0,0,0,0,0,0,74177.0,65336.0,53578.0,49288.0,43870.0,44854.0,4000.0,3500.0,2000.0,2500.0,1800.0,2000.0,1,55183.833333333336,2633.3333333333335,0.04771842505036106,0,0,0.0,31-40,medium
8468,140000.0,male,graduate_school,married,45,2,2,2,2,2,2,64393.0,65271.0,66606.0,64940.0,73677.0,75316.0,2500.0,3000.0,0.0,10000.0,3000.0,0.0,1,68367.16666666667,3083.3333333333335,0.04509896174876709,6,2,2.0,41-50,medium
8469,50000.0,male,university,married,36,2,2,2,2,0,0,50808.0,48287.0,47265.0,20840.0,19568.0,19812.0,0.0,3259.0,0.0,844.0,706.0,677.0,1,34430.0,914.3333333333334,0.026555526511961122,4,2,1.3333333333333333,31-40,low
8470,180000.0,female,university,married,37,0,0,0,0,0,0,14704.0,14417.0,13387.0,9537.0,38456.0,35947.0,1244.0,1064.0,278.0,31369.0,1268.0,1118.0,1,21074.666666666668,6056.833333333333,0.28738513609692057,0,0,0.0,31-40,medium
8471,30000.0,female,university,single,23,4,3,2,2,3,2,15847.0,15308.0,15910.0,16752.0,16197.0,16583.0,0.0,1150.0,1400.0,0.0,800.0,0.0,1,16099.5,558.3333333333334,0.034678012070018534,6,4,2.6666666666666665,21-30,low
8472,30000.0,female,university,single,22,2,0,0,0,0,3,18796.0,20489.0,22142.0,25438.0,28453.0,27699.0,2000.0,2000.0,4000.0,3600.0,0.0,2200.0,1,23836.166666666668,2300.0,0.09648797745817106,2,3,0.8333333333333334,21-30,low
8473,50000.0,female,graduate_school,married,25,0,0,0,0,0,0,30479.0,31200.0,31817.0,29229.0,29529.0,30053.0,1528.0,1461.0,1030.0,1070.0,1320.0,1212.0,1,30384.5,1270.1666666666667,0.041801736573914096,0,0,0.0,21-30,low
8474,250000.0,female,graduate_school,single,35,1,2,0,0,0,0,45429.0,34800.0,31217.0,25231.0,17009.0,4553.0,0.0,1443.0,560.0,4875.0,400.0,0.0,0,26373.166666666668,1213.0,0.04599197446996745,2,2,0.5,31-40,high
8475,310000.0,female,university,single,25,0,-1,0,-1,-1,-1,38942.0,130331.0,56527.0,560.0,300.0,2381.0,135868.0,1306.0,560.0,300.0,2387.0,572.0,0,38173.5,23498.833333333332,0.6155636179474081,0,0,-0.6666666666666666,21-30,high
8476,360000.0,female,university,married,51,1,-2,-1,-1,-1,-1,0.0,0.0,390.0,540.0,540.0,390.0,0.0,780.0,540.0,540.0,390.0,390.0,0,310.0,440.0,1.414790996784566,1,1,-0.8333333333333334,51-60,high
8477,50000.0,male,university,single,31,0,0,0,0,-1,-1,48640.0,49483.0,40850.0,0.0,800.0,400.0,2000.0,3000.0,0.0,400.0,20000.0,10000.0,0,23362.166666666668,5900.0,0.2525342597678682,0,0,-0.3333333333333333,31-40,low
8478,480000.0,female,graduate_school,single,30,0,0,-1,0,0,-1,75834.0,-105.0,37649.0,45469.0,20020.0,3167.0,105.0,37754.0,32970.0,8000.0,3167.0,10981.0,0,30339.0,15496.166666666666,0.5107503845308723,0,0,-0.3333333333333333,21-30,high
8479,50000.0,female,graduate_school,single,24,-1,-1,-1,-1,-1,-1,1303.0,1303.0,748.0,1693.0,1138.0,748.0,1303.0,748.0,1693.0,1138.0,895.0,1528.0,0,1155.5,1217.5,1.0527453523562473,0,-1,-1.0,21-30,low
8480,160000.0,male,university,single,37,1,-2,-2,-2,-1,-1,0.0,0.0,0.0,0.0,461.0,603.0,0.0,0.0,0.0,461.0,603.0,829.0,0,177.33333333333334,315.5,1.7691588785046728,1,1,-1.1666666666666667,31-40,medium
8481,140000.0,female,graduate_school,single,30,0,0,0,0,0,0,4975.0,5445.0,6455.0,6847.0,8075.0,8592.0,1200.0,1108.0,500.0,1500.0,650.0,0.0,0,6731.5,826.3333333333334,0.12273796261913604,0,0,0.0,21-30,medium
8482,310000.0,female,graduate_school,single,27,-1,-1,-1,-1,-1,-1,833.0,323.0,1083.0,2134.0,2474.0,2097.0,323.0,1093.0,2140.0,9201.0,2103.0,6571.0,0,1490.6666666666667,3571.8333333333335,2.3945251396648044,0,-1,-1.0,21-30,high
8483,30000.0,female,graduate_school,single,27,-1,-1,-1,-1,-1,-1,7843.0,2670.0,2670.0,2670.0,10302.0,15643.0,2670.0,2670.0,2670.0,10302.0,15643.0,9947.0,0,6966.333333333333,7317.0,1.050186585015788,0,-1,-1.0,21-30,low
8484,40000.0,female,university,married,27,1,2,0,0,0,0,11310.0,10842.0,12896.0,14675.0,17265.0,17974.0,0.0,2554.0,2000.0,3000.0,1000.0,3000.0,0,14160.333333333334,1925.6666666666667,0.1359806044628566,2,2,0.5,21-30,low
8485,80000.0,male,high_school,married,55,0,0,0,0,0,0,79788.0,81571.0,75814.0,49784.0,51408.0,48587.0,25000.0,7704.0,8700.0,3000.0,12900.0,3000.0,0,64492.0,10050.666666666666,0.1558412024043953,0,0,0.0,51-60,low
8486,30000.0,female,university,single,41,0,0,0,0,0,0,25159.0,25931.0,27369.0,25111.0,22235.0,19000.0,1762.0,2200.0,790.0,922.0,663.0,1310.0,0,24134.166666666668,1274.5,0.052806761917257666,0,0,0.0,41-50,low
8487,200000.0,female,university,single,26,-2,-2,-2,-2,-2,-2,58147.0,1468.0,2321.0,327194.0,6680.0,3963.0,1468.0,2321.0,163597.0,6680.0,3963.0,2514.0,0,66628.83333333333,30090.5,0.45160701287461325,0,-2,-2.0,21-30,medium
8488,270000.0,female,high_school,married,42,2,0,0,0,0,0,106986.0,103249.0,89221.0,86996.0,86384.0,85440.0,3578.0,3207.0,3000.0,3200.0,3241.0,3078.0,0,93046.0,3217.3333333333335,0.03457750742456322,1,2,0.3333333333333333,41-50,high
8489,180000.0,male,graduate_school,single,32,0,0,0,0,0,0,154374.0,153018.0,146396.0,136531.0,138502.0,136665.0,7500.0,7000.0,5000.0,5000.0,6000.0,5137.0,0,144247.66666666666,5939.5,0.04117542392072948,0,0,0.0,31-40,medium
8490,180000.0,female,university,single,34,-1,-1,-1,-1,-1,-1,194.0,191.0,187.0,176.0,188.0,187.0,200.0,187.0,180.0,200.0,187.0,750.0,0,187.16666666666666,284.0,1.509300265721878,0,-1,-1.0,31-40,medium
8491,10000.0,male,high_school,single,21,0,0,2,0,0,0,4797.0,6457.0,6154.0,6154.0,6280.0,0.0,2400.0,0.0,0.0,126.0,0.0,0.0,0,4973.666666666667,421.0,0.08462878584829804,1,2,0.3333333333333333,21-30,low
8492,120000.0,male,graduate_school,married,48,-1,-1,-1,-1,-1,-1,360.0,360.0,360.0,150.0,870.0,510.0,360.0,360.0,150.0,870.0,510.0,870.0,1,435.0,520.0,1.1926605504587156,0,-1,-1.0,41-50,medium
8493,30000.0,male,graduate_school,single,36,2,0,0,0,0,0,24796.0,26088.0,27032.0,26723.0,23143.0,17106.0,2000.0,1804.0,2014.0,1521.0,1204.0,1500.0,1,24148.0,1673.8333333333333,0.06931273896779715,1,2,0.3333333333333333,31-40,low
8494,300000.0,female,graduate_school,married,30,1,-2,-1,0,-1,-1,-6027.0,-6027.0,3973.0,3973.0,1244.0,1631.0,0.0,10000.0,0.0,1244.0,1631.0,2000.0,0,-205.5,2479.1666666666665,0.0,1,1,-0.6666666666666666,21-30,high
8495,50000.0,female,high_school,married,61,2,0,0,0,2,0,5016.0,6065.0,6985.0,6354.0,4908.0,3724.0,1135.0,1055.0,656.0,0.0,133.0,50.0,0,5508.666666666667,504.8333333333333,0.09162683767923044,2,2,0.6666666666666666,60+,low
8496,150000.0,male,high_school,married,58,-2,-2,-2,-2,-1,2,0.0,0.0,0.0,0.0,7043.0,1504.0,0.0,0.0,0.0,7043.0,0.0,3063.0,0,1424.5,1684.3333333333333,1.181573716824506,1,2,-1.1666666666666667,51-60,medium
8497,300000.0,female,university,single,36,-1,2,2,-1,-1,-1,1041.0,654.0,0.0,780.0,70.0,430.0,3.0,0.0,780.0,150.0,710.0,1000.0,0,495.8333333333333,440.5,0.8866152297886616,2,2,0.0,31-40,high
8498,50000.0,male,university,single,26,0,0,0,0,0,0,48065.0,49237.0,29651.0,30049.0,28376.0,28954.0,2500.0,1862.0,1150.0,1200.0,1200.0,1202.0,0,35722.0,1519.0,0.04252162472356745,0,0,0.0,21-30,low
8499,10000.0,male,university,single,34,0,0,0,0,0,0,8097.0,9109.0,10125.0,10327.0,10552.0,18836.0,1151.0,2167.0,369.0,391.0,436.0,200.0,0,11174.333333333334,785.6666666666666,0.07030364493229135,0,0,0.0,31-40,low
8500,260000.0,female,university,single,35,-1,-1,-1,-1,-1,-1,188.0,188.0,188.0,188.0,194.0,188.0,188.0,188.0,188.0,194.0,188.0,221.0,0,189.0,194.5,1.0236842105263158,0,-1,-1.0,31-40,high
8501,400000.0,female,graduate_school,married,28,-1,-1,2,0,0,0,6500.0,405016.0,391178.0,392932.0,394410.0,410127.0,405016.0,0.0,14000.0,13560.0,28000.0,0.0,0,333360.5,76762.66666666667,0.23026854230817498,1,2,0.0,21-30,high
8502,50000.0,female,university,single,39,0,0,0,0,0,0,26262.0,15020.0,16460.0,16888.0,17464.0,18171.0,4000.0,2000.0,1000.0,1000.0,1000.0,596.0,0,18377.5,1599.3333333333333,0.08702197313890324,0,0,0.0,31-40,low
8503,50000.0,female,university,single,22,2,2,2,0,0,0,50974.0,51688.0,50024.0,29381.0,28957.0,28435.0,3000.0,0.0,800.0,808.0,1200.0,775.0,0,39909.833333333336,1097.1666666666667,0.027490447455786857,3,2,1.0,21-30,low
8504,280000.0,female,graduate_school,single,28,-1,-1,-1,0,0,-1,3678.0,1829.0,10002.0,13476.0,23572.0,14603.0,3658.0,10020.0,10000.0,11000.0,14603.0,3819.0,0,11193.333333333334,8850.0,0.7905785665366405,0,0,-0.6666666666666666,21-30,high
8505,10000.0,female,university,single,22,0,0,0,0,0,0,10063.0,8632.0,8775.0,7092.0,7410.0,7311.0,1194.0,1027.0,176.0,1253.0,2311.0,3101.0,0,8213.833333333334,1510.3333333333333,0.18385440970601957,0,0,0.0,21-30,low
8506,80000.0,female,university,married,32,1,2,0,0,0,0,73181.0,71452.0,72651.0,74266.0,75892.0,75816.0,0.0,3000.0,2800.0,2800.0,2700.0,2800.0,0,73876.33333333333,2350.0,0.0318094859948022,2,2,0.5,31-40,low
8507,150000.0,female,high_school,married,52,-1,-1,-1,-1,-1,-1,170.0,905.0,1203.0,2064.0,2847.0,0.0,1125.0,1203.0,2064.0,2847.0,0.0,0.0,0,1198.1666666666667,1206.5,1.0061153578874218,0,-1,-1.0,51-60,medium
8508,20000.0,female,university,single,53,4,4,3,3,2,2,18396.0,17826.0,18547.0,19118.0,18679.0,19812.0,0.0,1300.0,1170.0,0.0,1600.0,0.0,0,18729.666666666668,678.3333333333334,0.036215119589977224,6,4,3.0,51-60,low
8509,50000.0,male,university,single,24,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,1,-1.5,21-30,low
8510,170000.0,female,graduate_school,single,31,1,-1,-1,-2,-2,-1,0.0,843.0,0.0,0.0,0.0,1880.0,843.0,0.0,0.0,0.0,1880.0,456.0,0,453.8333333333333,529.8333333333334,1.164895566141444,1,1,-1.0,31-40,medium
8511,130000.0,female,university,single,33,0,0,0,0,0,0,79579.0,70067.0,63951.0,57467.0,51614.0,46071.0,2702.0,2207.0,2000.0,1717.0,1770.0,1245.0,0,61458.166666666664,1940.1666666666667,0.03156838551341677,0,0,0.0,31-40,medium
8512,50000.0,female,university,single,29,-1,-1,-1,0,0,0,1303.0,801.0,11512.0,11512.0,8490.0,0.0,801.0,11512.0,0.0,0.0,0.0,950.0,0,5603.0,2210.5,0.3944503925767309,0,0,-0.5,21-30,low
8513,50000.0,female,high_school,single,27,1,2,2,2,0,0,18019.0,9946.0,10319.0,8603.0,7298.0,6709.0,5559.0,2446.0,0.0,260.0,1000.0,1214.0,0,10149.0,1746.5,0.17206896551724138,4,2,1.1666666666666667,21-30,low
8514,180000.0,male,university,married,40,0,0,0,0,0,0,126937.0,109884.0,49475.0,50840.0,50090.0,48345.0,5000.0,2000.0,2000.0,2000.0,2000.0,2000.0,1,72595.16666666667,2500.0,0.0344370800111117,0,0,0.0,31-40,medium
8515,20000.0,female,university,married,50,0,0,2,2,2,2,10511.0,14913.0,14382.0,16820.0,16411.0,17287.0,4593.0,0.0,3000.0,0.0,1304.0,1000.0,0,15054.0,1649.5,0.10956492859515111,4,2,1.3333333333333333,41-50,low
8516,410000.0,male,graduate_school,single,29,0,0,0,0,0,0,53629.0,50359.0,44596.0,44016.0,38728.0,36540.0,3037.0,3015.0,3549.0,5029.0,4325.0,6029.0,0,44644.666666666664,4164.0,0.09326773035083659,0,0,0.0,21-30,high
8517,50000.0,female,university,single,26,0,0,0,0,0,0,26701.0,28014.0,28725.0,29295.0,29902.0,30683.0,1749.0,1479.0,1049.0,1080.0,1280.0,1330.0,0,28886.666666666668,1327.8333333333333,0.04596540622872506,0,0,0.0,21-30,low
8518,270000.0,female,university,married,47,-2,-2,-2,-2,-2,-2,8400.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,10466.0,0,7650.0,7994.333333333333,1.0448743083692764,0,-2,-2.0,41-50,high
8519,80000.0,female,graduate_school,single,24,-1,-1,-1,-1,0,-1,3940.0,4115.0,84.0,8708.0,8728.0,2793.0,4117.0,84.0,8708.0,20.0,2795.0,0.0,0,4728.0,2620.6666666666665,0.5541693099316275,0,0,-0.8333333333333334,21-30,low
8520,140000.0,female,high_school,single,48,0,0,0,0,0,0,129915.0,132240.0,111948.0,58672.0,59199.0,54286.0,6000.0,3079.0,3000.0,2000.0,2000.0,56793.0,0,91043.33333333333,12145.333333333334,0.13340021161851554,0,0,0.0,41-50,medium
8521,60000.0,male,university,married,29,2,2,2,2,2,2,40587.0,41642.0,40673.0,43342.0,44299.0,45222.0,2000.0,0.0,3348.0,1800.0,1800.0,0.0,1,42627.5,1491.3333333333333,0.03498441965664598,6,2,2.0,21-30,low
8522,180000.0,female,graduate_school,single,26,2,2,0,0,0,0,182218.0,173980.0,262878.0,128739.0,130929.0,130437.0,0.0,5000.0,5000.0,4738.0,4915.0,4661.0,0,168196.83333333334,4052.3333333333335,0.024092660725911055,2,2,0.6666666666666666,21-30,medium
8523,320000.0,female,graduate_school,single,34,-2,-2,-2,-2,-2,-2,-532.0,-532.0,-528.0,-1336.0,-1336.0,-1336.0,0.0,4.0,0.0,0.0,0.0,0.0,0,-933.3333333333334,0.6666666666666666,0.0,0,-2,-2.0,31-40,high
8524,40000.0,male,university,single,26,3,3,2,2,2,2,5754.0,6407.0,6156.0,7146.0,7384.0,7117.0,900.0,0.0,1100.0,500.0,0.0,708.0,1,6660.666666666667,534.6666666666666,0.08026019514635976,6,3,2.3333333333333335,21-30,low
8525,380000.0,female,graduate_school,single,32,-1,-1,-1,-1,-1,-1,41727.0,44178.0,82860.0,753.0,11599.0,8348.0,44178.0,89999.0,753.0,11599.0,8348.0,1571.0,0,31577.5,26074.666666666668,0.8257094753286783,0,-1,-1.0,31-40,high
8526,150000.0,female,university,married,36,1,2,2,4,3,2,125938.0,132110.0,142876.0,139097.0,138592.0,141447.0,9734.0,14500.0,0.0,2000.0,5300.0,5000.0,0,136676.66666666666,6089.0,0.04455007279901862,6,4,2.3333333333333335,31-40,medium
8527,110000.0,female,graduate_school,single,25,0,0,0,0,0,0,63594.0,56267.0,53550.0,44084.0,42077.0,37770.0,2260.0,1499.0,1309.0,1487.0,2000.0,5000.0,0,49557.0,2259.1666666666665,0.045586316370044525,0,0,0.0,21-30,medium
8528,110000.0,male,graduate_school,single,26,0,0,0,0,0,0,109386.0,99100.0,50827.0,51834.0,52921.0,54013.0,2432.0,3686.0,1850.0,1917.0,1968.0,1950.0,0,69680.16666666667,2300.5,0.03301465962825919,0,0,0.0,21-30,medium
8529,100000.0,female,high_school,married,26,0,0,0,0,0,0,45807.0,47099.0,40027.0,37735.0,35437.0,34155.0,5000.0,2500.0,3000.0,1597.0,2457.0,5660.0,0,40043.333333333336,3369.0,0.08413175397268027,0,0,0.0,21-30,low
8530,240000.0,male,graduate_school,single,35,-1,-1,-1,-1,-1,-1,11906.0,54684.0,1874.0,1151.0,23169.0,9372.0,55167.0,1874.0,1151.0,23169.0,9372.0,396.0,0,17026.0,15188.166666666666,0.8920048550341614,0,-1,-1.0,31-40,high
8531,50000.0,female,university,single,25,0,0,0,0,0,0,30857.0,28481.0,27634.0,26691.0,26329.0,25923.0,1800.0,1400.0,915.0,1500.0,1500.0,2000.0,0,27652.5,1519.1666666666667,0.05493578269176295,0,0,0.0,21-30,low
8532,50000.0,male,graduate_school,single,38,0,0,0,0,0,0,27148.0,27619.0,20997.0,21018.0,20556.0,20302.0,1655.0,1323.0,734.0,1058.0,406.0,0.0,0,22940.0,862.6666666666666,0.03760370806271159,0,0,0.0,31-40,low
8533,200000.0,male,university,single,29,1,2,0,0,0,0,204212.0,186635.0,137983.0,82191.0,83964.0,86067.0,0.0,4075.0,3000.0,3100.0,4400.0,2930.0,0,130175.33333333333,2917.5,0.022411907950497915,2,2,0.5,21-30,medium
8534,80000.0,female,graduate_school,single,27,2,-1,-1,0,0,0,100.0,980.0,28798.0,29398.0,15037.0,0.0,980.0,28798.0,1000.0,1000.0,0.0,0.0,0,12385.5,5296.333333333333,0.42758917638827215,1,2,0.0,21-30,low
8535,40000.0,male,high_school,single,49,2,0,0,0,0,0,34470.0,31226.0,30321.0,30124.0,33614.0,35665.0,2000.0,3000.0,3000.0,4000.0,3000.0,2000.0,1,32570.0,2833.3333333333335,0.08698944869157636,1,2,0.3333333333333333,41-50,low
8536,250000.0,male,university,married,29,1,-2,-2,-1,-1,-1,-24.0,-24.0,-24.0,746.0,7146.0,434.0,0.0,0.0,770.0,7200.0,688.0,0.0,0,1375.6666666666667,1443.0,1.04818401937046,1,1,-1.0,21-30,high
8537,230000.0,female,graduate_school,single,24,0,0,0,0,0,0,69158.0,73712.0,68831.0,61534.0,25914.0,36313.0,8149.0,2214.0,5904.0,5542.0,15502.0,5000.0,0,55910.333333333336,7051.833333333333,0.12612529361965968,0,0,0.0,21-30,high
8538,30000.0,male,graduate_school,single,26,2,2,0,0,0,0,7510.0,7247.0,8165.0,8529.0,8743.0,8949.0,0.0,1200.0,500.0,500.0,500.0,500.0,1,8190.5,533.3333333333334,0.06510814055219842,2,2,0.6666666666666666,21-30,low
8539,80000.0,female,high_school,single,52,0,0,0,0,0,0,73056.0,74736.0,65581.0,63939.0,65278.0,66578.0,2953.0,2333.0,2288.0,2369.0,2385.0,2458.0,1,68194.66666666667,2464.3333333333335,0.03613621588859507,0,0,0.0,51-60,low
8540,100000.0,female,graduate_school,single,37,-1,-1,0,-1,-1,-2,1725.0,21711.0,10487.0,780.0,0.0,0.0,21711.0,1000.0,780.0,0.0,0.0,0.0,0,5783.833333333333,3915.1666666666665,0.6767985248782736,0,0,-1.0,31-40,low
8541,230000.0,female,university,married,28,0,0,0,0,0,0,54228.0,21092.0,18481.0,15609.0,5802.0,72049.0,1500.0,1139.0,600.0,800.0,70196.0,3000.0,0,31210.166666666668,12872.5,0.4124325161400567,0,0,0.0,21-30,high
8542,490000.0,male,graduate_school,married,50,-1,-1,-1,-1,-1,-1,17884.0,6836.0,4657.0,3398.0,1476.0,1602.0,6836.0,4657.0,3398.0,1476.0,1602.0,7531.0,1,5975.5,4250.0,0.7111185476449426,0,-1,-1.0,41-50,high
8543,30000.0,female,high_school,single,44,2,0,0,0,0,2,25039.0,25989.0,23078.0,23697.0,25257.0,25595.0,1700.0,1384.0,1003.0,2100.0,900.0,0.0,1,24775.833333333332,1181.1666666666667,0.04767222069002631,2,2,0.6666666666666666,41-50,low
8544,40000.0,male,high_school,married,49,0,0,0,0,0,0,34203.0,33885.0,34605.0,35970.0,35711.0,39360.0,1880.0,1600.0,22703.0,1280.0,4632.0,0.0,0,35622.333333333336,5349.166666666667,0.15015907176943952,0,0,0.0,41-50,low
8545,450000.0,male,graduate_school,married,34,-2,-2,-2,-2,-2,-2,-9.0,1844.0,0.0,0.0,0.0,0.0,1853.0,0.0,0.0,0.0,0.0,0.0,1,305.8333333333333,308.8333333333333,1.0065181966322652,0,-2,-2.0,31-40,high
8546,50000.0,female,university,single,23,2,0,0,0,0,0,48537.0,30271.0,26283.0,26547.0,27119.0,27697.0,2000.0,2000.0,1000.0,1000.0,1028.0,1000.0,1,31075.666666666668,1338.0,0.043054810683256464,1,2,0.3333333333333333,21-30,low
